Content,Weight,Biological,PrivateLabel,LowFat,LowSalt,LowSugar,PlantBased,Vegan,Vegetarian,LocalProduct,HighFiber,WholeGrain,Glutenfree,Sustainable,Halal,PeriodKey,QuantityCE,SalesGoodsEUR,RetailItemPrice
1.0,,0.05226200530257839,0.042216212975185845,-0.2383759253072007,-0.18410330252634435,-0.2071235072126989,-0.09901529812466135,-0.06362513354566314,0.0012015092990575367,-0.11421035193291307,0.013244345828400273,0.1765262225399586,-0.19218299553774343,-0.18681788692133447,,0.0004851021791938808,-0.04327212988267525,-0.03697147407870376,-0.18074162433908564
,1.0,-0.1742870020409397,,-0.3281852793087497,0.30524149957603286,,,,,0.5424686615984291,,,0.33619815544896864,-0.41235041606026557,,0.002188486842677517,-0.1983273647941336,-0.16994339261278743,-0.6871067519684629
0.05226200530257839,-0.1742870020409397,1.0,-0.0067200141676966325,-0.03143291297537161,0.047957018520559155,0.0018613241342415846,0.09191978676049829,0.003533034582367005,0.17260242137264248,0.009357697517845421,0.32455755430061545,0.4169681972144026,-0.13032738435268018,0.3033675343582466,,0.003167998733363072,-0.09047283023058661,-0.05871110764761552,0.10374029932359602
0.042216212975185845,,-0.0067200141676966325,1.0,0.10281188424151257,0.03612238427276634,0.1340339585916381,-0.006739337789062698,0.07769428111728957,-0.03470358844691452,0.27636252722761134,-0.07185833279649391,-0.14759727393213293,0.12561357766719197,0.08209629349654335,,-0.0029602868203954477,0.11873125874239619,0.11056465334642475,0.25649772529890175
-0.2383759253072007,-0.3281852793087497,-0.03143291297537161,0.10281188424151257,1.0,0.587780801600521,-0.03365250646994206,0.6057721836087251,0.5642917757802789,0.4121040096647492,0.11846371964614415,-0.023969166582648336,-0.10983037619024713,0.6106830254266551,-0.17569949180698682,,0.004243018364365577,0.21549813137423574,0.21755757853659413,-0.015443128108969547
-0.18410330252634435,0.30524149957603286,0.047957018520559155,0.03612238427276634,0.587780801600521,1.0,-0.18906051439400742,0.4842898216563698,0.4376214639145741,0.5153623853743324,0.14623840458269646,0.03494735300840482,-0.15033140168629738,0.580801467712179,-0.10309838220487184,,0.007119569727264764,0.20750936117841853,0.24779923289327913,0.037472082299684406
-0.2071235072126989,,0.0018613241342415846,0.1340339585916381,-0.03365250646994206,-0.18906051439400742,1.0,-0.19052282392692257,-0.25061630724351003,-0.23245807982102376,0.15810395910634442,0.021063379021719994,0.0667429646340169,-0.062409744182282186,0.34172411514575274,,0.0015794396891010757,-0.03012893315713092,-0.013306662006372916,0.40099239488395055
-0.09901529812466135,,0.09191978676049829,-0.006739337789062698,0.6057721836087251,0.4842898216563698,-0.19052282392692257,1.0,0.8947898572459357,0.6239562190412324,-0.07036923017005829,0.19891739847998513,0.16169486035983488,0.4605289907636512,-0.17436472254849647,,0.002669626716856594,0.1435617202311831,0.15908840026008367,-0.16341509316891892
-0.06362513354566314,,0.003533034582367005,0.07769428111728957,0.5642917757802789,0.4376214639145741,-0.25061630724351003,0.8947898572459357,1.0,0.6541597203825708,-0.03880325832481491,-0.006254564422641946,0.04136363799022907,0.46858287955736544,-0.21875850502266098,,0.002312998857817865,0.1384080746375509,0.14594069433393966,-0.14115802391757118
0.0012015092990575367,,0.17260242137264248,-0.03470358844691452,0.4121040096647492,0.5153623853743324,-0.23245807982102376,0.6239562190412324,0.6541597203825708,1.0,-0.040271242390431554,0.1454238095293145,0.11821129149345753,0.43738604163790773,-0.012143525797823474,,0.004543165991695781,0.08372631658786762,0.07476341964788387,-0.26829727214029686
-0.11421035193291307,0.5424686615984291,0.009357697517845421,0.27636252722761134,0.11846371964614415,0.14623840458269646,0.15810395910634442,-0.07036923017005829,-0.03880325832481491,-0.040271242390431554,1.0,-0.05018039168399149,-0.04079035563579047,0.09695298019349062,0.008983981533590075,,-0.00012344030193601335,0.22188287083933364,0.17449292471974942,0.06792783417794945
0.013244345828400273,,0.32455755430061545,-0.07185833279649391,-0.023969166582648336,0.03494735300840482,0.021063379021719994,0.19891739847998513,-0.006254564422641946,0.1454238095293145,-0.05018039168399149,1.0,0.39554643624608865,-0.10712981228647571,0.1980724950772793,,0.00064437915888926,-0.09995057356661792,-0.09680090221532604,-0.02534378828469486
0.1765262225399586,,0.4169681972144026,-0.14759727393213293,-0.10983037619024713,-0.15033140168629738,0.0667429646340169,0.16169486035983488,0.04136363799022907,0.11821129149345753,-0.04079035563579047,0.39554643624608865,1.0,-0.17984841827479017,0.10459185001023953,,0.0005237975932674857,-0.0784454025191701,-0.07247757610211238,-0.034010615858763034
-0.19218299553774343,0.33619815544896864,-0.13032738435268018,0.12561357766719197,0.6106830254266551,0.580801467712179,-0.062409744182282186,0.4605289907636512,0.46858287955736544,0.43738604163790773,0.09695298019349062,-0.10712981228647571,-0.17984841827479017,1.0,-0.10331061750552209,,0.006337580573479076,0.15555431451574783,0.15149528477703822,-0.12136426428274455
-0.18681788692133447,-0.41235041606026557,0.3033675343582466,0.08209629349654335,-0.17569949180698682,-0.10309838220487184,0.34172411514575274,-0.17436472254849647,-0.21875850502266098,-0.012143525797823474,0.008983981533590075,0.1980724950772793,0.10459185001023953,-0.10331061750552209,1.0,,0.0009094213669409712,-0.008223932435621277,0.027240128952589596,0.23152986957105479
,,,,,,,,,,,,,,,,,,,
0.0004851021791938808,0.002188486842677517,0.003167998733363072,-0.0029602868203954477,0.004243018364365577,0.007119569727264764,0.0015794396891010757,0.002669626716856594,0.002312998857817865,0.004543165991695781,-0.00012344030193601335,0.00064437915888926,0.0005237975932674857,0.006337580573479076,0.0009094213669409712,,1.0,0.0024414457755165954,0.0024037961930033196,-0.003895551802770389
-0.04327212988267525,-0.1983273647941336,-0.09047283023058661,0.11873125874239619,0.21549813137423574,0.20750936117841853,-0.03012893315713092,0.1435617202311831,0.1384080746375509,0.08372631658786762,0.22188287083933364,-0.09995057356661792,-0.0784454025191701,0.15555431451574783,-0.008223932435621277,,0.0024414457755165954,1.0,0.9406504878587134,0.09390764328538086
-0.03697147407870376,-0.16994339261278743,-0.05871110764761552,0.11056465334642475,0.21755757853659413,0.24779923289327913,-0.013306662006372916,0.15908840026008367,0.14594069433393966,0.07476341964788387,0.17449292471974942,-0.09680090221532604,-0.07247757610211238,0.15149528477703822,0.027240128952589596,,0.0024037961930033196,0.9406504878587134,1.0,0.19266464136092185
-0.18074162433908564,-0.6871067519684629,0.10374029932359602,0.25649772529890175,-0.015443128108969547,0.037472082299684406,0.40099239488395055,-0.16341509316891892,-0.14115802391757118,-0.26829727214029686,0.06792783417794945,-0.02534378828469486,-0.034010615858763034,-0.12136426428274455,0.23152986957105479,,-0.003895551802770389,0.09390764328538086,0.19266464136092185,1.0
